BuildingType_Campus,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,GroupedPropertyType_Educational Facilities,GroupedPropertyType_Food and Perishables,GroupedPropertyType_Healthcare Facilities,GroupedPropertyType_Hotels and Restaurants,GroupedPropertyType_Office Buildings,GroupedPropertyType_Retail and Others,GroupedPropertyType_Specialized Properties,GroupedPropertyType_Storage and Logistics,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DistanceToDowntown
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1985,1.0,3,31417,8110,23307,94.0,42.79999924,46.20000076,99.59999847,102.0999985,1126157.25,1214408.75,0.0,201486.5938,687472.0,4386.850098,438685.0,28.09,0.89,4.984297341584469
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1928,1.0,6,46580,0,46580,,15.19999981,16.70000076,47.90000153,52.5,710275.375,778702.125,0.0,208169.7969,710275.0,0.0,0.0,4.95,0.11,0.9106410667114672
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1916,1.0,2,25920,0,25920,5.0,18.5,18.5,58.0,58.0,478690.0938,478690.0938,0.0,140296.0,478690.0,0.0,0.0,3.34,0.13,0.8855662728249514
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1919,1.0,2,25920,0,25920,93.0,26.0,26.89999962,74.0,74.90000153,1011667.5,1046976.813,0.0,254234.5938,867448.0,1442.189819,144219.0,13.71,0.53,1.0074093628008267
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1910,1.0,8,61721,0,61721,93.0,52.20000076,53.5,150.3999939,154.3999939,2897079.75,2968429.75,0.0,742846.375,2534592.0,3624.875244,362488.0,36.92,0.6,0.9874948621422404
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1919,1.0,2,25920,0,25920,75.0,74.80000305,81.09999847,170.6000061,177.3000031,1793851.375,1945839.625,0.0,309947.9063,1057542.0,7363.089355,736309.0,46.48,1.79,1.1437517945265883
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1925,1.0,4,39760,0,39760,92.0,62.29999924,69.0,99.09999847,107.0,2478960.0,2741556.25,1739620.75,150124.7031,512225.0,2271.139893,227114.0,149.91,3.77,0.7997206670606417
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1920,1.0,3,30971,0,30971,,91.19999695,96.0,185.6000061,195.3999939,2823184.0,2974354.25,230989.2969,385279.0938,1314572.0,12776.21973,1277622.0,94.85,3.06,0.8290307733878325
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1946,1.0,3,22667,0,22667,1.0,166.1999969,182.6999969,367.3999939,387.1000061,3767135.0,4141811.25,1639341.375,578045.875,1972293.0,1555.010132,155501.0,148.55,6.55,0.7788291070431969
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1927,1.0,2,33840,0,33840,,65.80000305,69.09999847,146.0,149.5,2227638.25,2339649.75,0.0,364798.0938,1244691.0,9829.470703,982947.0,60.88,1.8,5.098337074026633
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2001,5.0,3,41827,9226,32601,,100.3000031,102.5,227.1000061,229.5,4193371.0,4288601.5,0.0,714858.0,2439095.0,17542.75,1754275.0,110.17,2.63,5.16581570585603
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,5,33740,6010,27730,79.0,52.29999924,52.29999924,164.3999939,164.3999939,1291405.25,1291405.25,0.0,378489.1875,1291405.0,0.0,0.0,9.0,0.27,5.266657514650411
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1911,1.0,2,20516,0,20516,98.0,56.29999924,61.09999847,89.59999847,93.30000305,1021796.625,1109483.125,0.0,77662.5,264984.0,7568.120605,756812.0,42.04,2.05,5.2799553024932235
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1906,1.0,3,27480,0,27480,88.0,39.29999924,39.29999924,123.5,123.5,1215156.25,1215156.25,0.0,356141.9063,1215156.0,0.0,0.0,8.47,0.31,5.174330134167142
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1947,1.0,1,46958,0,46958,95.0,38.70000076,38.70000076,104.5999985,104.5999985,1818867.875,1818867.875,0.0,421028.0,1436548.0,3823.199951,382320.0,30.32,0.65,5.246875566621021
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1984,1.0,1,26532,0,26532,5.0,72.90000153,85.19999695,138.3999939,148.1000061,1934224.25,2261229.0,0.0,229948.7031,784585.0,11496.3916,1149639.0,66.53,2.51,5.503601866821205
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1981,1.0,2,22388,0,22388,,25.70000076,27.0,69.80000305,71.19999695,576405.125,605182.6875,0.0,134360.7969,458439.0,1179.660034,117966.0,9.46,0.42,5.4582447821193805
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969,1.0,1,30730,0,30730,,99.30000305,106.4000015,234.6999969,242.1000061,3050455.25,3269018.5,0.0,562134.3125,1918002.0,11324.52832,1132453.0,73.52,2.39,5.415109782661889
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1949,1.0,3,62000,0,62000,81.0,28.89999962,34.70000076,40.0,46.09999847,1799664.125,2158433.5,0.0,84104.70313,286965.0,15126.9873,1512699.0,82.34,1.33,5.298687698793402
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1981,1.0,2,23600,0,23600,82.0,32.90000153,35.59999847,103.3000031,111.6999969,776248.6875,839316.3125,0.0,227505.5,776249.0,0.0,0.0,5.41,0.23,5.056343154477531
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1986,1.0,3,40067,0,40067,43.0,57.5,57.5,180.5,180.5,2303732.75,2303732.75,0.0,675185.375,2303732.0,0.0,0.0,16.06,0.4,5.2728856543667515
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1989,1.0,3,26419,6922,19497,67.0,40.70000076,40.70000076,127.8000031,127.8000031,1074989.0,1074989.0,0.0,315061.1875,1074989.0,0.0,0.0,7.49,0.28,5.2728856543667515
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1979,1.0,3,25262,0,25262,54.0,58.20000076,59.70000076,158.3000031,159.8999939,1469556.25,1508578.25,0.0,344277.3125,1174674.0,2948.820068,294882.0,23.85,0.94,5.2728856543667515
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,1.0,3,53103,0,53103,,126.0,126.0,390.7000122,390.7999878,4877959.0,4879644.0,0.0,1403539.875,4788878.0,890.7999878,89080.0,38.12,0.72,5.18104055230216
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1980,1.0,3,34106,0,34106,57.0,49.5,54.5,155.3000031,171.1999969,1619177.125,1785202.125,0.0,474553.5938,1619177.0,0.0,0.0,11.29,0.33,5.153191505835029
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1980,1.0,3,34545,0,34545,29.0,67.0,67.0,210.3000031,210.3000031,2313978.75,2313978.75,0.0,678188.3125,2313979.0,0.0,0.0,16.13,0.47,5.206157810247231
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1980,1.0,3,70296,0,70296,86.0,39.59999847,42.90000153,124.3000031,134.8000031,2782066.5,3018885.75,0.0,815377.0,2782066.0,0.0,0.0,19.39,0.28,5.0962525153281595
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1902,1.0,4,27838,0,27838,77.0,43.70000076,45.40000153,137.3000031,142.6999969,1217509.125,1265151.625,0.0,356831.5,1217509.0,0.0,0.0,8.49,0.3,0.5808998612317562
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1971,2.0,2,28368,0,28368,,41.5,43.20000076,113.0999985,114.8000031,1856230.625,1931830.75,0.0,435559.9063,1486130.0,3700.999512,370100.0,30.02,1.06,6.083198200465806
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1964,1.0,2,92080,0,92080,,56.0,58.29999924,130.8999939,133.3000031,5155090.5,5368434.5,0.0,931812.6875,3179345.0,19757.45117,1975745.0,127.1,1.38,13.320626054364748
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961,1.0,1,20236,0,20236,,97.09999847,103.1999969,224.6000061,236.1999969,1965182.25,2089365.125,0.0,348014.0938,1187424.0,7777.580078,777758.0,49.58,2.45,13.115614875836611
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1951,1.0,2,39815,0,39815,62.0,51.5,54.20000076,132.1999969,135.1000061,2050600.75,2158188.5,0.0,436345.5,1488811.0,5617.898926,561790.0,40.22,1.01,12.813823435601504
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970,1.0,4,25557,0,25557,,89.19999695,89.19999695,280.2000122,280.2000122,2280352.5,2280352.5,0.0,668333.0,2280352.0,0.0,0.0,15.9,0.62,13.135858184255262
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958,1.0,2,26994,0,26994,,114.0,123.0,187.8999939,197.3999939,3076813.25,3320817.0,0.0,258400.2969,881662.0,21951.51367,2195151.0,122.73,4.55,12.94569872583999
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1972,1.0,1,48112,0,48112,73.0,30.89999962,30.39999962,97.0,95.5,1485945.875,1463960.0,0.0,435505.8125,1485946.0,0.0,0.0,10.36,0.22,13.008512595148956
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,2,42793,16518,26275,27.0,67.40000153,71.19999695,211.8000031,223.6000061,1772188.5,1871245.75,0.0,519398.6875,1772188.0,0.0,0.0,12.35,0.29,14.363315564934647
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2007,1.0,2,45000,0,45000,,131.3999939,135.6999969,276.1000061,280.5,5912066.0,6104259.5,0.0,871532.375,2973668.0,29383.96875,2938397.0,176.79,3.93,13.520708469244076
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1998,1.0,1,26115,0,26115,43.0,64.69999695,67.40000153,159.8000031,161.5,1689372.625,1760626.0,0.0,336562.0,1148350.0,5410.230469,541023.0,36.74,1.41,13.18138049291426
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1.0,4,48660,0,48660,82.0,38.0,42.79999924,74.69999695,80.40000153,1881516.125,2115259.0,0.0,241063.5938,822509.0,10590.07031,1059007.0,61.98,1.27,4.465982302127839
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1920,1.0,2,26400,0,26400,36.0,45.5,46.90000153,121.3000031,121.1999969,983595.875,1013921.625,0.0,223084.0938,761163.0,2224.330078,222433.0,17.12,0.65,1.123459955455228
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1918,1.0,3,38148,0,38148,98.0,25.10000038,25.10000038,78.69999695,78.69999695,1262255.75,1262255.75,0.0,369945.9063,1262255.0,0.0,0.0,8.8,0.23,1.0587435425122
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1928,1.0,2,28800,0,28800,,15.89999962,18.10000038,34.79999924,37.09999847,456953.0,521523.1875,0.0,73068.89844,249311.0,2076.419678,207642.0,12.77,0.44,2.0116914605118734
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1985,1.0,5,85963,33055,52908,43.0,84.69999695,84.69999695,265.8999939,265.8999939,4480961.0,4480961.0,0.0,1313294.375,4480960.0,0.0,0.0,31.24,0.36,2.3481637307654246
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1900,1.0,4,34680,0,34680,92.0,33.70000076,36.29999924,82.09999847,86.90000153,1169948.875,1259828.25,0.0,227136.5,774990.0,3949.589844,394959.0,26.38,0.76,0.36929525878959313
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1968,1.0,3,75058,34510,40548,24.0,74.40000153,82.69999695,107.5999985,116.3000031,5587347.0,6207115.5,0.0,309820.3125,1057107.0,45302.39844,4530240.0,247.97,3.3,0.41282533439103875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1915,1.0,1,36504,0,36504,2.0,129.6999969,132.6000061,390.1000061,393.1000061,2100982.75,2147472.5,0.0,576932.375,1968493.0,1324.889771,132489.0,20.76,0.57,0.683950058892837
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1907,1.0,6,35200,0,35200,8.0,85.19999695,85.19999695,267.5,267.5,2998208.25,2998208.25,0.0,878724.5,2998208.0,0.0,0.0,20.9,0.59,0.6951387775102433
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1907,1.0,5,35840,0,35840,83.0,42.90000153,48.09999847,87.30000305,92.69999695,1538750.625,1724638.75,0.0,211969.4063,723240.0,8155.110352,815511.0,48.35,1.35,0.5341051723471384
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1941,1.0,2,25920,0,25920,60.0,57.40000153,58.40000153,180.1999969,183.3999939,1333432.125,1356947.75,0.0,390806.5938,1333432.0,0.0,0.0,9.3,0.36,0.552293882743083
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1928,1.0,4,30525,0,30525,17.0,132.8000031,137.8000031,349.0,355.0,2883139.0,2991557.25,762032.8125,621660.625,2121106.0,0.0,0.0,73.61,2.41,0.5227916539819298
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1964,1.0,4,49243,0,49243,,162.1000061,162.3999939,472.5,472.7999878,8476183.0,8491346.0,0.0,2215881.5,7560588.0,9155.942383,915594.0,101.34,2.06,0.850014115181214
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1912,1.0,3,20411,0,20411,,98.69999695,105.0999985,183.0,189.6999969,2014475.875,2145049.5,0.0,227122.7031,774943.0,12395.33008,1239533.0,71.23,3.49,0.8304204455901407
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1962,1.0,2,30855,10285,20570,2.0,136.6000061,145.1000061,292.3999939,298.5,2946756.25,3129807.0,0.0,450699.8125,1537788.0,14089.68457,1408968.0,85.55,2.77,1.1202369036145203
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1910,1.0,3,73549,0,73549,90.0,38.5,43.59999847,66.69999695,72.19999695,2828950.5,3209164.5,0.0,271858.3125,927581.0,19013.69922,1901370.0,107.45,1.46,1.1765165921693133
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1988,1.0,5,45780,11400,34380,,236.6999969,252.1000061,509.0,527.5999756,10834087.0,11542708.0,5473370.5,1554939.625,5305454.0,552.6221924,55262.0,462.4,10.1,1.062430020169336
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1963,1.0,3,39115,0,39115,42.0,74.69999695,76.80000305,203.8000031,205.8999939,3735308.5,3838425.0,0.0,878757.3125,2998320.0,7369.880859,736988.0,60.04,1.53,1.0585872632065667
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1916,1.0,3,38038,0,38038,,29.5,33.5,57.5,62.79999924,1107290.625,1255324.0,682047.625,124631.6016,425243.0,0.0,0.0,55.61,1.46,0.5226760100800674
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1962,1.0,3,37796,0,37796,55.0,46.5,52.29999924,87.69999695,96.0,2465983.5,2769792.0,1379517.75,259038.0,883838.0,2026.280029,202628.0,123.41,3.27,0.46557969587181686
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1993,1.0,1,27744,0,27744,,193.0,193.0,606.2000122,606.2000122,5355753.0,5355753.0,0.0,1569681.25,5355752.0,0.0,0.0,37.34,1.35,6.8151865434699905
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1960,1.0,1,36444,0,36444,80.0,4.400000095,4.599999905,13.89999962,14.60000038,161311.0938,169464.0938,0.0,47277.60156,161311.0,0.0,0.0,1.12,0.03,7.045725513070449
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1950,1.0,1,27553,0,27553,63.0,35.09999847,38.29999924,69.30000305,72.59999847,966677.125,1054377.75,0.0,125320.0,427592.0,5390.851074,539085.0,31.61,1.15,6.537696181984949
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1951,3.0,1,57310,0,57310,,21.89999962,24.39999962,48.0,51.20000076,1253745.5,1395637.75,0.0,201467.9063,687408.0,5663.370117,566337.0,34.87,0.61,6.416461271196327
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920,1.0,2,25920,0,25920,,38.20000076,41.29999924,102.9000015,109.0999985,989079.5,1071271.0,0.0,228407.2031,779325.0,2097.540039,209754.0,16.57,0.64,2.0339496344751553
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1919,1.0,3,40686,0,40686,,51.79999924,53.79999924,97.59999847,99.40000153,2106073.5,2188575.25,0.0,246785.5,842032.0,12640.41016,1264041.0,73.0,1.79,2.087270605114139
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1964,1.0,2,45271,0,45271,57.0,56.40000153,64.30000305,112.1999969,119.0999985,2553763.5,2912179.5,0.0,336123.5,1146853.0,14069.10059,1406910.0,82.72,1.83,2.1361898945282585
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1920,1.0,3,28380,12180,16200,62.0,48.40000153,53.0,110.0,114.9000015,1372213.375,1503529.375,0.0,235730.7031,804313.0,5679.0,567900.0,35.77,1.26,2.1777000036941336
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,1.0,5,508160,0,508160,77.0,82.09999847,82.09999847,219.1000061,219.1000061,28053172.0,28053172.0,0.0,6367309.0,21725258.0,63279.09766,6327910.0,487.53,0.96,2.0049766599031122
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1926,1.0,3,26176,0,26176,95.0,40.70000076,45.29999924,79.59999847,84.30000305,966907.375,1074761.125,0.0,122371.7031,417532.0,5493.749512,549375.0,32.09,1.23,2.068200654737752
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961,1.0,1,26000,0,26000,,105.9000015,114.6999969,250.8999939,261.6000061,5277482.5,5719698.0,2097789.75,931914.625,3179693.0,0.0,0.0,184.09,7.08,2.43898877507852
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,1.0,3,23241,0,23241,66.0,31.79999924,34.0,69.69999695,71.90000153,739210.5,789925.875,0.0,118247.2031,403459.0,3357.51001,335751.0,20.64,0.89,2.133644508648348
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962,1.0,1,155795,0,155795,,113.4000015,121.0,317.6000061,330.7999878,17673018.0,18847708.0,0.0,4337207.5,14798552.0,28744.64648,2874465.0,255.83,1.64,2.100569968910496
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002,1.0,1,21018,0,21018,,83.80000305,85.09999847,246.8999939,248.5,1761137.5,1789470.75,175780.0,464641.6875,1585357.0,0.0,0.0,24.62,1.17,2.43898877507852
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1998,1.0,1,30533,0,30533,,206.1999969,216.3000031,408.5,415.0,5903015.0,6193701.5,0.0,771077.5,2630916.0,32720.98242,3272098.0,192.12,6.29,2.43898877507852
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961,1.0,2,33971,0,33971,,353.7000122,363.2999878,747.7000122,757.9000244,17686444.0,18163924.0,0.0,2638550.75,9002735.0,86837.08594,8683709.0,523.95,15.42,2.0867659610660447
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992,1.0,2,40600,0,40600,,56.40000153,56.0,174.6000061,174.3999939,2485521.0,2470816.0,137900.0,442413.1875,1509514.0,3745.369629,374537.0,41.06,1.01,2.260576672450584
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999,1.0,4,38038,0,38038,84.0,52.70000076,53.59999847,165.3999939,168.3999939,2003807.75,2040142.0,0.0,587282.375,2003807.0,0.0,0.0,13.97,0.37,1.7713373156109418
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007,1.0,4,64596,24596,40000,92.0,60.70000076,65.90000153,125.0,130.3999939,2524228.25,2739358.75,0.0,357410.9063,1219486.0,13047.41992,1304742.0,77.8,1.2,1.7185492160087052
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1928,1.0,3,41466,6062,35404,1.0,227.5,228.3999939,523.7000122,516.5,9190442.0,9228577.0,0.0,1613918.25,5506689.0,36837.52344,3683752.0,234.03,5.64,1.734714176750832
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,1.0,6,130710,100800,29910,92.0,56.79999924,56.79999924,166.3000031,166.3000031,7429423.0,7429423.0,0.0,1956935.25,6677063.0,7523.589844,752359.0,86.51,0.66,1.7042439681732435
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1926,1.0,4,35780,0,35780,77.0,62.59999847,64.80000305,196.6000061,203.3999939,1912760.75,1979164.25,0.0,560598.0,1912760.0,0.0,0.0,13.33,0.37,1.7587771694152006
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1964,1.0,4,25132,7308,17824,41.0,55.59999847,57.70000076,174.6000061,181.1999969,564754.1875,585965.6875,0.0,165520.0,564754.0,0.0,0.0,3.94,0.16,2.5819267600250657
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966,1.0,1,49680,0,49680,,57.29999924,58.20000076,119.5,120.6999969,2844685.0,2890473.75,1427730.0,383969.8125,1310105.0,0.0,0.0,119.34,2.4,0.34882006981648084
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962,1.0,1,36314,0,36314,,50.5,51.90000153,117.5999985,119.0999985,1832808.75,1882952.875,204650.0,325448.5938,1110431.0,3915.779785,391578.0,44.33,1.22,0.35830464093522646
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1916,1.0,2,25920,0,25920,,62.09999847,60.79999924,195.1000061,190.8999939,1257774.625,1230670.25,0.0,368632.5938,1257774.0,0.0,0.0,8.77,0.34,0.5739126329204219
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1919,1.0,4,47686,0,47686,72.0,60.90000153,65.40000153,140.1999969,145.5,2071670.25,2223121.25,897694.0,344072.6875,1173976.0,0.0,0.0,77.48,1.62,0.7277281782054804
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1900,1.0,2,49280,0,49280,,110.3000031,111.0,290.8999939,293.0,5437110.5,5469793.5,0.0,1209992.875,4128496.0,13086.14063,1308614.0,98.28,1.99,0.5744898865043881
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1912,1.0,2,25380,0,25380,,271.8999939,270.6000061,549.2000122,545.2000122,6901554.0,6868711.5,0.0,938533.8125,3202277.0,36992.76563,3699277.0,218.79,8.62,0.6800318209315399
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1915,1.0,6,40715,0,40715,,69.5,70.69999695,190.1000061,193.8999939,2827772.75,2877728.5,0.0,668858.625,2282146.0,5456.27002,545627.0,44.89,1.1,0.7054964426680864
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,1.0,4,82065,34800,47265,91.0,41.29999924,43.79999924,129.8000031,137.5,1717130.875,1818635.25,0.0,503262.1875,1717131.0,0.0,0.0,11.97,0.15,1.1275605493681236
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1910,1.0,4,36160,0,36160,47.0,51.5,53.20000076,161.6999969,166.8999939,1862176.875,1921962.0,0.0,545772.8125,1862177.0,0.0,0.0,12.98,0.36,0.8789279139423889
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1918,1.0,1,34617,0,34617,,148.3999939,148.0,325.2000122,324.0,5136604.5,5123179.0,0.0,822388.375,2805989.0,23306.15039,2330615.0,143.34,4.14,0.8797139054735598
