Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_TotalGHGEmissions
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,2.0,32400.0,91.0,3.4917131407410373,1.0043016091968684
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1962.0,1.0,1.0,25159.0,38.0,4.013358660432773,5.516850305304563
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1948.0,1.0,1.0,27247.0,,3.975205515330242,4.432006566978902
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,1.0,26680.0,92.0,4.494626843241383,0.9932517730102834
DELRIDGE,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,31521.0,6.0,4.74618036007877,4.138520924554929
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,1.0,24000.0,,3.913845050290713,3.8636727444870993
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,21900.0,,4.505706282948115,4.199455046624718
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,38005.0,,4.011988245667828,2.463853240590168
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1998.0,1.0,1.0,35579.0,72.0,4.142102029019003,3.6901286735143684
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1975.0,1.0,1.0,49950.0,77.0,3.506473273660013,0.9820784724121582
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1947.0,1.0,2.0,22612.0,87.0,6.471403931577614,3.484312288372662
NORTH,Bâtiments Autres,1976.0,1.0,2.0,38787.0,,13.789677814463426,4.2271256734559195
NORTH,Bâtiments Industriels et de Stockage,1988.0,2.0,2.0,50368.0,,13.515568767220342,3.3870984572826535
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1938.0,1.0,1.0,30545.0,12.0,5.783613810222119,4.1356464415792065
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,32691.0,99.0,3.4383996042199465,3.42816382989197
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1963.0,1.0,2.0,24227.0,55.0,3.493537642173193,3.883417748417812
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,27000.0,61.0,7.09216134283109,2.9882040071331994
LAKE UNION,Bâtiments Commerciaux et Administratifs,1957.0,1.0,2.0,21183.0,99.0,4.197361630850296,1.2584609896100056
LAKE UNION,Bâtiments Commerciaux et Administratifs,1961.0,1.0,3.0,25558.0,91.0,4.400459127305043,1.9712993830601329
LAKE UNION,Bâtiments Commerciaux et Administratifs,1985.0,1.0,5.0,82234.0,62.0,4.655667784025742,3.520460802488973
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,5.0,126842.0,98.0,4.901340626259614,4.294014757350668
LAKE UNION,Bâtiments Commerciaux et Administratifs,1900.0,1.0,2.0,20500.0,48.0,4.929086768456227,2.50715725872282
NORTHEAST,Bâtiments Éducatifs et Culturels,1930.0,1.0,2.0,25521.0,82.0,8.3469402809652,2.8015405441895487
NORTHEAST,Bâtiments Éducatifs et Culturels,1986.0,1.0,1.0,23190.0,79.0,8.3469402809652,4.236133434493478
NORTHWEST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,1.0,20678.0,98.0,9.172947002944916,3.515418525752178
NORTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,28820.0,43.0,9.221326657650486,4.67702562308852
SOUTHEAST,Bâtiments Éducatifs et Culturels,1954.0,1.0,2.0,27876.0,69.0,11.790796390677066,4.248066578757805
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1925.0,1.0,1.0,48789.0,94.0,3.8410705344453087,3.4147715016892732
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,22320.0,62.0,5.737378450084476,1.4011829736136414
GREATER DUWAMISH,Bâtiments Autres,1976.0,1.0,1.0,47105.0,,5.824659083324053,5.855702096093982
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,2.0,40029.0,69.0,5.792205920263602,2.421256622711544
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,28304.0,67.0,5.932432008656804,2.2874714551839976
GREATER DUWAMISH,Bâtiments Autres,1970.0,1.0,1.0,26400.0,,5.968263437634525,1.425515074273172
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,27680.0,,6.1064410111780285,4.186771802468027
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,2.0,25872.0,,5.980145641880179,3.845669504878125
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,2.0,25872.0,41.0,6.004272280916795,4.418358563921272
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,20500.0,65.0,6.004272280916795,0.9360933591703348
LAKE UNION,Bâtiments Commerciaux et Administratifs,1958.0,1.0,2.0,21436.0,95.0,5.7224890995986515,1.5539252025038417
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,4.0,27526.0,,5.361677845920581,2.740194654428777
LAKE UNION,Bâtiments Commerciaux et Administratifs,1985.0,1.0,3.0,23307.0,94.0,4.984297341584469,3.3703944725071104
DOWNTOWN,Bâtiments Industriels et de Stockage,1928.0,1.0,6.0,46580.0,,0.9106410667118203,1.7833912195575383
DOWNTOWN,Bâtiments de Vente et de Services,1916.0,1.0,2.0,25920.0,5.0,0.8855662728249514,1.4678743481123135
DOWNTOWN,Bâtiments de Vente et de Services,1919.0,1.0,2.0,25920.0,93.0,1.0074093628008267,2.688527534613346
DOWNTOWN,Bâtiments d'Hébergement,1910.0,1.0,8.0,61721.0,93.0,0.9874948621422404,3.6354786773868213
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1919.0,1.0,2.0,25920.0,75.0,1.143751794528003,3.860308569741467
EAST,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,39760.0,92.0,0.7997206670602879,5.016683632630459
EAST,Bâtiments Autres,1920.0,1.0,3.0,30971.0,,0.8290307733878325,4.562784469491653
EAST,Bâtiments Commerciaux et Administratifs,1946.0,1.0,3.0,22667.0,1.0,0.7788291070431969,5.007630785075957
LAKE UNION,Bâtiments Industriels et de Stockage,1927.0,1.0,2.0,33840.0,,5.098337074026633,4.125197025704866
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,5.0,27730.0,79.0,5.266657514650411,2.302585092994046
LAKE UNION,Bâtiments de Vente et de Services,1911.0,1.0,2.0,20516.0,98.0,5.2799553024932235,3.762129915853529
LAKE UNION,Bâtiments de Vente et de Services,1906.0,1.0,3.0,27480.0,88.0,5.174330134166788,2.248128907197987
LAKE UNION,Bâtiments Industriels et de Stockage,1984.0,1.0,1.0,26532.0,5.0,5.503601866821205,4.212571943586751
LAKE UNION,Bâtiments Commerciaux et Administratifs,1981.0,1.0,2.0,22388.0,,5.4582447821193805,2.347558458636777
LAKE UNION,Bâtiments Autres,1969.0,1.0,1.0,30730.0,,5.415109782662244,4.311067545733388
LAKE UNION,Bâtiments Commerciaux et Administratifs,1986.0,1.0,2.0,35600.0,47.0,5.648212874582917,2.9621754900251482
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1949.0,1.0,3.0,62000.0,81.0,5.298687698793402,4.422928625994308
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1981.0,1.0,2.0,23600.0,82.0,5.056343154477531,1.8578592709325787
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,3.0,40067.0,43.0,5.2728856543667515,2.836736542063533
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1989.0,1.0,3.0,19497.0,67.0,5.2728856543667515,2.138889000323256
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,25262.0,54.0,5.2728856543667515,3.2128577525426376
LAKE UNION,Bâtiments Autres,1996.0,1.0,3.0,53103.0,,5.18104055230216,3.6666338451666167
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,34106.0,57.0,5.153191505835029,2.5087859235779435
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,34545.0,29.0,5.206157810247231,2.8408313123360287
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,70296.0,86.0,5.096252515327451,3.015044584586364
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,4.0,27838.0,77.0,0.5808998612306965,2.2502386126218363
DELRIDGE,Bâtiments Industriels et de Stockage,1971.0,2.0,2.0,28368.0,,6.083198200465805,3.4346321577483927
NORTHWEST,Bâtiments Autres,1964.0,1.0,2.0,92080.0,,13.320626054364748,4.852811208902689
NORTHWEST,Bâtiments Autres,1961.0,1.0,1.0,20236.0,,13.115614875836611,3.923556241241819
NORTHWEST,Bâtiments Commerciaux et Administratifs,1951.0,1.0,2.0,39815.0,62.0,12.813823435602918,3.718923575462313
NORTHWEST,Bâtiments Autres,1970.0,1.0,4.0,25557.0,,13.135858184254559,2.8273136219290276
NORTHWEST,Bâtiments Autres,1958.0,1.0,2.0,26994.0,,12.94569872583999,4.8181017722258845
NORTHWEST,Bâtiments Industriels et de Stockage,1972.0,1.0,1.0,48112.0,73.0,13.008512595148956,2.4300984132930052
NORTHWEST,Bâtiments Autres,2009.0,1.0,1.0,20909.0,,12.877100154716036,3.522234376704989
NORTHWEST,Bâtiments Commerciaux et Administratifs,2001.0,1.0,2.0,26275.0,27.0,14.363315564934647,2.5915163848462583
NORTHWEST,Bâtiments Autres,2007.0,1.0,2.0,45000.0,,13.520708469244076,5.18060307852848
NORTHWEST,Bâtiments de Vente et de Services,1998.0,1.0,1.0,26115.0,43.0,13.18138049291426,3.630720539940404
NORTHEAST,Bâtiments Éducatifs et Culturels,1949.0,1.0,1.0,26033.0,78.0,7.3126511131026595,3.835789699428557
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,2007.0,1.0,4.0,48660.0,82.0,4.465982302127839,4.142817215672879
DOWNTOWN,Bâtiments de Vente et de Services,1920.0,1.0,2.0,26400.0,36.0,1.123459955455228,2.8970163006148333
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1918.0,1.0,3.0,38148.0,98.0,1.0587435425122,2.2823823856765264
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1955.0,1.0,5.0,31945.0,4.0,2.819512127958813,2.6093342281630525
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1985.0,1.0,5.0,52908.0,43.0,2.3481637307654246,3.4732079176384274
DOWNTOWN,Bâtiments de Vente et de Services,1900.0,1.0,4.0,34680.0,92.0,0.3692952587895926,3.3098128198603027
DOWNTOWN,Bâtiments Éducatifs et Culturels,1968.0,1.0,3.0,40548.0,24.0,0.4128253343917456,5.517332407278467
DOWNTOWN,Bâtiments de Vente et de Services,1915.0,1.0,1.0,36504.0,2.0,0.683950058892837,3.080073421987742
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,35200.0,8.0,0.6951387775102433,3.086486636822455
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,5.0,35840.0,83.0,0.534105172346078,3.8989377658794906
DOWNTOWN,Bâtiments Autres,1941.0,1.0,2.0,25920.0,60.0,0.552293882743083,2.33214389523559
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1928.0,1.0,4.0,30525.0,17.0,0.5227916539819298,4.312274546483423
EAST,Bâtiments Autres,1964.0,1.0,4.0,49243.0,,0.8500141151819214,4.628300603376946
EAST,Bâtiments Autres,1912.0,1.0,3.0,20411.0,,0.8304204455897886,4.2798554720627555
EAST,Bâtiments Commerciaux et Administratifs,1962.0,1.0,2.0,20570.0,2.0,1.1202369036155804,4.4607222816222185
EAST,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,73549.0,90.0,1.1765165921693133,4.6862892372728835
EAST,Bâtiments Autres,1988.0,1.0,5.0,34380.0,,1.0624300201689811,6.138590611998276
EAST,Bâtiments Commerciaux et Administratifs,1963.0,1.0,3.0,39115.0,42.0,1.0585872632047992,4.111529386976201
EAST,Bâtiments Autres,1916.0,1.0,3.0,38038.0,,0.5226760100800674,4.036185648048568
EAST,Bâtiments Éducatifs et Culturels,1962.0,1.0,3.0,37796.0,55.0,0.4655796958711087,4.8235825629264
BALLARD,Bâtiments Commerciaux et Administratifs,1993.0,1.0,1.0,27744.0,,6.8151865434699905,3.6464937376174986
BALLARD,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,36444.0,80.0,7.045725513070449,0.7514160886839212
BALLARD,Bâtiments Industriels et de Stockage,1950.0,1.0,1.0,27553.0,63.0,6.537696181984949,3.484618989801228
BALLARD,Bâtiments Industriels et de Stockage,1951.0,3.0,1.0,57310.0,,6.416461271197741,3.579901291544191
LAKE UNION,Bâtiments de Vente et de Services,1919.0,1.0,3.0,40686.0,,2.087270605114139,4.30406509320417
LAKE UNION,Bâtiments de Vente et de Services,1964.0,1.0,2.0,45271.0,57.0,2.1361898945282585,4.427477897577799
LAKE UNION,Bâtiments Commerciaux et Administratifs,1920.0,1.0,3.0,16200.0,62.0,2.1777000036941336,3.6046822953131805
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,508160.0,77.0,2.0049766599031122,6.191400882084373
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,3.0,26176.0,95.0,2.068200654737752,3.499231121933521
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,1.0,37740.0,1.0,2.5604052552323067,4.310530632968812
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,1.0,26000.0,,2.43898877507852,5.220842193268625
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,2009.0,1.0,3.0,23241.0,66.0,2.133644508648348,3.074543453978281
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1962.0,1.0,1.0,155795.0,,2.1005699689104933,5.548414387422504
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,2002.0,1.0,1.0,21018.0,,2.43898877507852,3.2433732964685884
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1998.0,1.0,1.0,30533.0,,2.43898877507852,5.263311757349221
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,2.0,33971.0,,2.0867659610663987,6.263303019960951
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1992.0,1.0,2.0,40600.0,,2.2605766724505836,3.7390971702745537
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,38038.0,84.0,1.7713373156091763,2.706048198431537
LAKE UNION,Bâtiments Commerciaux et Administratifs,2007.0,1.0,4.0,40000.0,92.0,1.7185492160087052,4.366912996863833
LAKE UNION,Bâtiments Commerciaux et Administratifs,1928.0,1.0,3.0,35404.0,1.0,1.734714176750832,5.459713165570837
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,6.0,29910.0,92.0,1.7042439681732435,4.47175307254774
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,4.0,35780.0,77.0,1.7587771694152006,2.6623552418400807
DOWNTOWN,Bâtiments Autres,1966.0,1.0,1.0,49680.0,,0.34882006981648084,4.790321069792205
DOWNTOWN,Bâtiments Autres,1962.0,1.0,1.0,36314.0,,0.35830464093522646,3.813969064952758
DOWNTOWN,Bâtiments Autres,1916.0,1.0,2.0,25920.0,,0.5739126329204219,2.2793164660546914
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1919.0,1.0,4.0,47686.0,72.0,0.7277281782054804,4.362843815257108
DOWNTOWN,Bâtiments de Vente et de Services,1912.0,1.0,2.0,25380.0,,0.6800318209315399,5.392672545029182
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1915.0,1.0,6.0,40715.0,,0.7054964426687934,3.8262472284067424
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,4.0,36160.0,47.0,0.8789279139430971,2.637627736805664
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,5.0,66900.0,100.0,1.2415047631745253,2.7166795278002644
DOWNTOWN,Bâtiments Autres,1930.0,1.0,2.0,22710.0,,1.3178897501717672,1.1019400787607843
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,3.0,36959.0,13.0,3.5438605204101186,3.1552968432253294
LAKE UNION,Bâtiments Commerciaux et Administratifs,1964.0,1.0,5.0,44860.0,68.0,3.4964866640190695,3.7428940424201746
EAST,Bâtiments Éducatifs et Culturels,1930.0,1.0,2.0,45960.0,56.0,3.1941311466447986,5.213902615405673
LAKE UNION,Bâtiments Commerciaux et Administratifs,1959.0,1.0,2.0,21128.0,97.0,1.8796033661202596,1.3962446919730587
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,3.0,51552.0,,1.8133347472270327,2.462149662665384
LAKE UNION,Bâtiments d'Hébergement,1959.0,1.0,4.0,38520.0,37.0,1.872923756353615,4.334017415487521
LAKE UNION,Bâtiments d'Hébergement,1961.0,1.0,3.0,24930.0,95.0,2.0224717766815004,3.441058915087286
LAKE UNION,Bâtiments Éducatifs et Culturels,1960.0,1.0,1.0,27338.0,56.0,1.760573388295205,1.6193882432872684
EAST,Bâtiments Autres,1999.0,1.0,2.0,20110.0,,4.237782576127005,4.366405253770925
MAGNOLIA / QUEEN ANNE,Bâtiments de Soins de Santé,1962.0,1.0,2.0,34416.0,,2.907174919462075,6.048435443367608
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1930.0,1.0,3.0,45864.0,94.0,2.470879668069377,4.7572902340489245
NORTHWEST,Bâtiments Éducatifs et Culturels,1999.0,1.0,2.0,49252.0,23.0,13.597623710582075,4.6625896768555775
LAKE UNION,Bâtiments Commerciaux et Administratifs,1987.0,1.0,3.0,33176.0,89.0,3.1138320826721437,3.6098362467734835
LAKE UNION,Bâtiments de Vente et de Services,1993.0,1.0,3.0,21430.0,,3.096933692811461,4.0421736898931915
GREATER DUWAMISH,Bâtiments Éducatifs et Culturels,1977.0,1.0,99.0,21948.0,80.0,6.46986892925463,1.184789984909162
EAST,Bâtiments Autres,1927.0,1.0,3.0,31191.0,,5.050162513794319,5.129780364724699
NORTH,Bâtiments Autres,1947.0,1.0,1.0,37377.0,,13.114754223258773,4.72499557905644
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,29380.0,33.0,7.400620473315031,1.9416152247724325
EAST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,22688.0,87.0,1.0007728363609185,2.0881534822818573
SOUTHEAST,Bâtiments Autres,1962.0,1.0,2.0,22364.0,,5.993398642190024,4.015301354881648
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,2.0,41262.0,84.0,7.341594807396191,2.658159431488745
LAKE UNION,Bâtiments Commerciaux et Administratifs,1953.0,1.0,2.0,43183.0,,1.9713980619814653,4.537426533901572
NORTH,Bâtiments Éducatifs et Culturels,1908.0,1.0,3.0,45680.0,79.0,9.038203232101829,4.475175389371905
SOUTHWEST,Bâtiments Éducatifs et Culturels,1957.0,1.0,1.0,23562.0,96.0,8.503723934798444,1.5496879080283263
BALLARD,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,28844.0,,6.360899929440033,1.9947003132247452
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1989.0,1.0,1.0,21101.0,,4.959294592246349,3.366260811781259
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1914.0,1.0,2.0,45594.0,75.0,4.954685062166967,2.343727036325221
GREATER DUWAMISH,Bâtiments Autres,1950.0,1.0,1.0,26660.0,,6.106614029817272,2.810606789427302
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1975.0,1.0,1.0,28126.0,44.0,4.975917467674819,2.9770590082883697
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1964.0,1.0,1.0,35000.0,53.0,6.35341855155812,1.2919836816486494
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1962.0,1.0,1.0,26150.0,6.0,6.205290451462585,3.3160025355989236
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1967.0,1.0,2.0,24000.0,73.0,6.171190089461177,2.150598735996164
EAST,Bâtiments Éducatifs et Culturels,1968.0,1.0,5.0,43594.0,38.0,4.237782576127005,4.307572448748934
LAKE UNION,Bâtiments Industriels et de Stockage,1912.0,1.0,1.0,28080.0,,5.92126377985737,2.972463646614637
NORTHWEST,Bâtiments Éducatifs et Culturels,1962.0,1.0,1.0,22047.0,100.0,13.527789753762319,1.0473189942805592
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,31600.0,3.0,9.349457527078,4.647079589065301
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2007.0,1.0,1.0,35289.0,63.0,9.470016791754729,3.214867803470662
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1981.0,1.0,1.0,28920.0,50.0,9.611052647026467,4.395559648956466
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1978.0,1.0,1.0,22176.0,60.0,9.574546239897668,3.5195728343974766
NORTH,Bâtiments Commerciaux et Administratifs,1974.0,1.0,3.0,39927.0,38.0,10.6598962638488,3.2534704696327
NORTH,Bâtiments Autres,1979.0,1.0,1.0,30610.0,,10.451897291345356,4.918593101932022
NORTH,Bâtiments Commerciaux et Administratifs,1980.0,1.0,2.0,20580.0,64.0,10.587034776182422,2.0781907597781832
NORTH,Bâtiments Commerciaux et Administratifs,1968.0,1.0,2.0,38745.0,76.0,10.683186162296495,3.9243467551169777
NORTHEAST,Bâtiments Industriels et de Stockage,1959.0,1.0,2.0,20296.0,,7.121955226164601,1.9416152247724325
NORTHEAST,Bâtiments Commerciaux et Administratifs,1967.0,1.0,3.0,38378.0,86.0,7.027160121587701,4.0024120051558265
NORTHEAST,Bâtiments Industriels et de Stockage,1980.0,1.0,2.0,33576.0,64.0,7.057162065563402,3.9265174515785985
NORTHEAST,Bâtiments de Vente et de Services,1975.0,1.0,1.0,33005.0,21.0,6.959532858041019,5.423495215276265
EAST,Bâtiments Autres,1981.0,1.0,1.0,20971.0,,1.044330125486273,1.8050046959780757
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1927.0,1.0,3.0,23910.0,,6.260012111852493,2.779440197188883
BALLARD,Bâtiments Éducatifs et Culturels,1910.0,1.0,2.0,21765.0,80.0,8.579388598092319,2.911263116927541
EAST,Bâtiments Éducatifs et Culturels,1939.0,1.0,2.0,2200000.0,,1.3892009181709692,8.084710369764215
CENTRAL,Bâtiments Éducatifs et Culturels,1901.0,1.0,2.0,26560.0,1.0,1.9787505512732182,4.1878349053094395
LAKE UNION,Bâtiments Industriels et de Stockage,1957.0,1.0,2.0,20140.0,49.0,5.063381443648974,0.5933268452777344
GREATER DUWAMISH,Bâtiments de Vente et de Services,1992.0,1.0,2.0,38845.0,82.0,8.319712148752687,5.377867645306046
GREATER DUWAMISH,Bâtiments de Vente et de Services,1953.0,1.0,1.0,26092.0,40.0,8.41675389458683,5.163356381113919
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1967.0,1.0,1.0,25500.0,98.0,6.083793640468232,4.030694535145645
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,41895.0,,6.410172373276264,3.261552099148637
GREATER DUWAMISH,Bâtiments de Vente et de Services,1958.0,1.0,2.0,56193.0,,6.276934575734433,3.8691155044168695
BALLARD,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,35448.0,97.0,8.00956629067422,4.116432158686106
BALLARD,Bâtiments de Vente et de Services,1966.0,1.0,1.0,29214.0,8.0,7.828323929274482,5.344866927201017
BALLARD,Bâtiments de Vente et de Services,2000.0,1.0,1.0,46068.0,34.0,7.669846519491052,5.955448692903612
BALLARD,Bâtiments Autres,1961.0,1.0,1.0,32000.0,,7.482320795711149,3.8368683318273855
BALLARD,Bâtiments Industriels et de Stockage,1975.0,1.0,3.0,41478.0,3.0,7.219881819279683,4.372228792193771
BALLARD,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,39840.0,2.0,7.171912404278749,1.8309801823813363
BALLARD,Bâtiments Autres,2004.0,1.0,1.0,15000.0,,8.149232561588958,3.6768068728796672
BALLARD,Bâtiments Autres,1924.0,1.0,2.0,21528.0,,7.99864909747542,2.0294631718735947
BALLARD,Bâtiments Autres,1928.0,1.0,2.0,30000.0,,8.149015181510077,2.6490076604684267
BALLARD,Bâtiments Autres,1942.0,1.0,2.0,30087.0,,8.311225329328478,3.6315151367243654
BALLARD,Bâtiments Éducatifs et Culturels,1975.0,1.0,1.0,40445.0,92.0,7.16601343949621,3.4091655513113324
BALLARD,Bâtiments de Vente et de Services,1996.0,1.0,1.0,23500.0,53.0,7.1075452844274025,2.659559991941776
BALLARD,Bâtiments de Vente et de Services,1967.0,1.0,1.0,22420.0,82.0,8.161179243170924,3.4901235908565567
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1961.0,1.0,1.0,25842.0,35.0,5.923971057212256,5.474537011150523
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1992.0,1.0,3.0,26389.0,,6.024176566953759,2.2428350885882717
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1982.0,1.0,3.0,25859.0,88.0,6.163863276796013,2.766319109226186
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,25600.0,1.0,7.588675886501343,3.562749176969724
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1965.0,1.0,1.0,23169.0,,7.451480225818197,0.9360933591703348
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,33385.0,89.0,7.361968107179871,2.305580601973844
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,56884.0,71.0,7.606990448865568,3.6503984672956546
BALLARD,Bâtiments de Vente et de Services,1989.0,1.0,1.0,32810.0,66.0,10.15501874123489,3.85946575468947
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1980.0,1.0,3.0,30989.0,,5.4212771369347195,0.5187937934151676
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1915.0,1.0,3.0,39952.0,,5.390637714659177,0.3364722366212129
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1961.0,1.0,2.0,20022.0,80.0,6.3377395045588285,1.7191887763932197
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1960.0,1.0,2.0,36498.0,89.0,6.32261819081832,2.7606426512213806
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,35946.0,,7.618729539282508,2.4915511925066687
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2007.0,1.0,4.0,24472.0,96.0,7.290495637318172,1.937301774518713
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1979.0,1.0,4.0,22365.0,71.0,7.0726352959933285,1.803358605071407
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1994.0,1.0,4.0,30172.0,82.0,7.0008340892169025,1.9878743481543455
