Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_SiteEnergyUseWN(kBtu)
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,5.0,133177.0,99.0,1.5247655138296115,16.659642023004242
DOWNTOWN,Bâtiments Industriels et de Stockage,1912.0,1.0,5.0,154330.0,81.0,0.5570327479130825,14.16014422078617
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1918.0,1.0,6.0,93555.0,,0.4567288260843291,15.359268711630131
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1905.0,1.0,6.0,167860.0,70.0,0.28718559491478896,15.768031592596648
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,112560.0,86.0,0.3442121738539417,15.477196269101707
DOWNTOWN,Bâtiments de Vente et de Services,1910.0,1.0,6.0,86204.0,89.0,0.3589928569140287,15.024613580189653
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,2.0,145158.0,51.0,2.558784000373662,15.969126739218368
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1951.0,1.0,2.0,112896.0,66.0,2.1639233312479496,16.178511780453505
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,110613.0,95.0,2.1201784802277865,13.830459452384876
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,4.0,149881.0,97.0,2.2582691991691273,14.869596516887547
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,3.0,98220.0,12.0,2.8009882806565938,15.696813535906612
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,84420.0,55.0,2.7877522649417625,14.874233056363588
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,73335.0,,3.866634743222071,15.512954677380511
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1928.0,1.0,2.0,56876.0,,2.873602227936614,14.516515597029821
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1931.0,1.0,2.0,61200.0,16.0,2.5403399912717037,15.480530280941132
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1987.0,1.0,1.0,111908.0,87.0,1.9883315191712436,14.326572228868947
GREATER DUWAMISH,Bâtiments Autres,1986.0,3.0,2.0,63644.0,,1.6300561151480173,15.823458648956194
NORTHWEST,Bâtiments de Vente et de Services,1970.0,1.0,1.0,106345.0,91.0,9.851420700268024,16.671093301540736
BALLARD,Bâtiments Commerciaux et Administratifs,2001.0,1.0,4.0,71037.0,5.0,7.204764315254369,15.387674964206509
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1974.0,1.0,3.0,56259.0,,7.131367189807732,14.80324621923933
NORTHEAST,Bâtiments Autres,2006.0,1.0,6.0,143439.0,,5.665513871922423,17.063418871838223
LAKE UNION,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,113768.0,73.0,5.0257608052147775,15.998578287224065
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,2.0,51374.0,33.0,5.11404309821134,15.516898465645935
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1998.0,1.0,5.0,110524.0,57.0,2.6531753642714038,15.741101229036243
LAKE UNION,Bâtiments de Soins de Santé,1999.0,1.0,4.0,97366.0,,2.9094968030826105,17.397310380698467
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,7.0,157186.0,88.0,2.7134790267340976,15.982615961635762
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,84210.0,85.0,2.3509468323009934,15.431912862621989
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,3.0,76893.0,,1.9789137000539045,16.324245544524853
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1975.0,1.0,8.0,126370.0,65.0,1.7407168685780319,16.10163125356743
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1953.0,1.0,7.0,274362.0,82.0,1.2529334806742998,16.62326641610673
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1983.0,1.0,15.0,261722.0,85.0,1.3623424351606903,16.718881514541017
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1963.0,1.0,11.0,169020.0,83.0,1.1816350805391322,16.302039058507695
DOWNTOWN,Bâtiments Autres,1981.0,1.0,33.0,429405.0,98.0,1.1101057635795168,19.43128474069442
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1985.0,1.0,76.0,1632820.0,86.0,0.22276085751067715,18.343121899767596
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1981.0,1.0,19.0,293737.0,90.0,1.023563138107046,16.602258316276814
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,18.0,335064.0,68.0,0.910149124470822,16.956574235608294
DOWNTOWN,Bâtiments de Vente et de Services,1929.0,1.0,4.0,78920.0,80.0,0.7859295984499084,15.932207842642024
DOWNTOWN,Bâtiments Autres,1999.0,1.0,1.0,947987.0,,0.8852050995918186,17.65158739509859
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1908.0,1.0,10.0,132998.0,97.0,0.7827191887099404,15.211789840923217
DOWNTOWN,Bâtiments de Vente et de Services,1940.0,1.0,3.0,83118.0,59.0,0.5717460442476543,14.745246299262142
DOWNTOWN,Bâtiments de Vente et de Services,1924.0,1.0,3.0,77555.0,39.0,0.5486937342981998,15.869917136270896
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,6.0,51218.0,57.0,0.6270264708363034,14.87543139339636
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1970.0,1.0,29.0,489182.0,43.0,0.30680308543479934,17.435891795015298
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,27.0,203251.0,62.0,0.3282747225521271,16.669248356395403
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1921.0,1.0,13.0,189175.0,13.0,0.3079321502521414,16.761864386845783
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,13.0,219322.0,25.0,0.1190925455758899,16.66433500048823
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,7.0,122356.0,91.0,0.43075758750667686,15.357928472943575
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1921.0,1.0,3.0,52298.0,89.0,0.15230959481574685,14.52784620667504
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1911.0,1.0,17.0,116640.0,75.0,0.2193500312493454,15.770880889481113
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1981.0,1.0,42.0,1047934.0,95.0,0.2619804878664079,17.492276058530628
EAST,Bâtiments Commerciaux et Administratifs,1988.0,1.0,5.0,89025.0,15.0,0.922170072008164,15.965951423525167
CENTRAL,Bâtiments Éducatifs et Culturels,1916.0,1.0,2.0,60122.0,,1.476814807144343,13.52225473096216
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,81300.0,83.0,0.768616618517403,15.266937131139901
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1971.0,1.0,9.0,224857.0,79.0,0.4014172904536545,16.59817423200458
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,8.0,321473.0,96.0,0.7225118627208258,16.42323561867522
GREATER DUWAMISH,Bâtiments Autres,1939.0,1.0,2.0,58492.0,,1.3675078390906832,14.430623018701361
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,62370.0,30.0,1.7158739283542614,15.286381793408856
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,73296.0,83.0,2.3313067776898975,14.812110792688198
GREATER DUWAMISH,Bâtiments Autres,1944.0,1.0,4.0,99122.0,,2.558784000373662,16.4911865232086
GREATER DUWAMISH,Bâtiments Autres,1985.0,1.0,1.0,66133.0,,2.5789609432416443,15.691756538834847
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,2.0,115668.0,,3.233568243176374,15.163046029274065
GREATER DUWAMISH,Bâtiments Autres,1970.0,1.0,1.0,141686.0,,4.708187441917773,15.737996635918702
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1950.0,1.0,1.0,93610.0,95.0,5.345519549096487,15.704507742046198
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1973.0,1.0,2.0,156188.0,67.0,5.869090411349971,15.787032896669343
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,115620.0,11.0,6.240044697374298,14.484291913158087
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1975.0,1.0,5.0,238148.0,93.0,6.461109175562111,16.192799238555086
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,71718.0,100.0,6.867908054692834,11.930024613749138
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,55450.0,31.0,7.64203184382208,15.393056690880424
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,54880.0,32.0,8.844299024541245,14.918733036689979
DELRIDGE,Bâtiments de Vente et de Services,1992.0,1.0,1.0,102500.0,81.0,9.581131970910054,15.860471608863797
NORTHEAST,Bâtiments Autres,2002.0,1.0,6.0,88498.0,,7.162290182318698,16.030161084323872
GREATER DUWAMISH,Bâtiments de Vente et de Services,1963.0,1.0,1.0,50785.0,57.0,3.847055098679662,15.84274206939314
DELRIDGE,Bâtiments Commerciaux et Administratifs,1929.0,1.0,3.0,85126.0,1.0,7.120298945192936,17.45506669705912
NORTH,Bâtiments Autres,2000.0,1.0,5.0,283435.0,,11.590720225627626,16.220394173496327
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1986.0,1.0,1.0,411584.0,43.0,4.338014585740859,16.647185012655058
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,142510.0,77.0,3.3887334663611903,16.085983531775664
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,79920.0,83.0,0.6544307598412692,15.536043144301976
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1946.0,1.0,1.0,179413.0,57.0,4.191393141741747,15.056647346441077
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1917.0,1.0,1.0,65288.0,,3.3346571888125154,13.314589368783713
DELRIDGE,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,170632.0,98.0,4.02390746489983,13.340995467363356
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1994.0,1.0,10.0,381511.0,87.0,3.131603409806817,16.259436346446694
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2009.0,1.0,17.0,275166.0,91.0,0.5737738967316837,16.427867585929576
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,93803.0,,6.89670365543709,15.53138263948403
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,2.0,123000.0,47.0,10.887247000544178,14.915545833705874
EAST,Bâtiments Commerciaux et Administratifs,2003.0,1.0,5.0,162150.0,70.0,0.9138979348402565,16.112209260103217
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1978.0,1.0,1.0,60448.0,90.0,11.0574700745215,13.970413169305875
EAST,Bâtiments de Soins de Santé,1994.0,7.0,14.0,1765970.0,54.0,0.9489481573727638,19.505633122745735
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1928.0,3.0,4.0,62600.0,,2.4566006116624552,16.352216886405667
EAST,Bâtiments Commerciaux et Administratifs,1990.0,1.0,5.0,130262.0,59.0,1.1066301635422622,16.366122625925605
NORTH,Bâtiments Autres,1987.0,1.0,5.0,90266.0,18.0,10.509102641154344,15.888422641552951
BALLARD,Bâtiments Industriels et de Stockage,2004.0,1.0,4.0,80874.0,87.0,6.348813238917402,13.985649140285101
EAST,Bâtiments d'Hébergement,2003.0,1.0,6.0,100528.0,28.0,1.256109395449026,16.451787024561643
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1999.0,1.0,5.0,141718.0,,2.132622995558454,16.760442100012224
MAGNOLIA / QUEEN ANNE,Bâtiments d'Hébergement,2008.0,1.0,5.0,90583.0,8.0,2.646196559689949,16.066343514476728
EAST,Bâtiments Industriels et de Stockage,1988.0,1.0,4.0,132828.0,83.0,1.9101035463270721,13.895919929177749
DELRIDGE,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,70400.0,1.0,7.342510100651152,16.463730142777546
NORTHWEST,Bâtiments de Vente et de Services,1995.0,1.0,1.0,101830.0,60.0,12.155149885335302,16.255636955628592
CENTRAL,Bâtiments Éducatifs et Culturels,1974.0,2.0,4.0,114000.0,,2.3289674652053263,15.840374602371844
GREATER DUWAMISH,Bâtiments Autres,2002.0,1.0,3.0,338063.0,,2.7365289861251996,16.853471564118376
SOUTHWEST,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,152365.0,88.0,4.068750052417206,13.900006795474035
CENTRAL,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,320946.0,57.0,1.8141961545191834,17.05751730833142
GREATER DUWAMISH,Bâtiments de Vente et de Services,1958.0,1.0,1.0,74178.0,,6.323065982273506,15.541462968467732
NORTH,Bâtiments Industriels et de Stockage,1987.0,1.0,4.0,80360.0,96.0,11.695136151689217,13.53485507444751
EAST,Bâtiments de Vente et de Services,1996.0,1.0,3.0,119190.0,71.0,1.3003120988135517,16.16061227278628
GREATER DUWAMISH,Bâtiments Autres,2008.0,1.0,2.0,51856.0,,1.407746607941365,14.475845055023258
NORTHEAST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,3.0,65434.0,1.0,6.514410761200988,16.69904997291582
NORTHEAST,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,22220.0,90.0,8.688547172913967,13.700383055755797
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1976.0,1.0,1.0,44100.0,1.0,7.079753286220887,14.34145439840483
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,27800.0,13.0,7.123645785980978,14.106530117305569
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2001.0,1.0,1.0,46340.0,3.0,5.635382106065431,14.757081047098799
GREATER DUWAMISH,Bâtiments Autres,1994.0,3.0,1.0,22800.0,,7.392744930849265,14.79397868195343
CENTRAL,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,38460.0,69.0,1.4857727715807498,14.540324451056183
NORTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,21022.0,54.0,9.11810515115762,13.891457195878493
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,48001.0,49.0,11.148938073044022,14.730164150456769
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,26380.0,,10.909477083108076,13.174872925605257
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,37351.0,10.0,11.238174782820963,14.856574768647928
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1981.0,1.0,1.0,30375.0,73.0,11.148938073044022,12.75381157483465
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,30004.0,,11.134653215061162,12.81934429194231
NORTHEAST,Bâtiments Autres,1928.0,1.0,3.0,39971.0,,10.101775591451815,16.24175816853706
BALLARD,Bâtiments Éducatifs et Culturels,1914.0,1.0,2.0,33589.0,90.0,9.077590349004208,13.316078941920281
BALLARD,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,43500.0,46.0,7.782338926474699,14.985089491169335
BALLARD,Bâtiments Commerciaux et Administratifs,1978.0,1.0,2.0,28492.0,12.0,9.622630886501879,14.508772669419411
BALLARD,Bâtiments Commerciaux et Administratifs,1963.0,1.0,3.0,22325.0,,9.498914417694518,14.15292297747501
BALLARD,Bâtiments de Vente et de Services,1977.0,1.0,3.0,22719.0,,9.474263300625505,14.121906429860156
DOWNTOWN,Bâtiments de Soins de Santé,1946.0,1.0,2.0,22588.0,,1.235528950513338,15.796731313130687
DOWNTOWN,Bâtiments de Vente et de Services,1917.0,1.0,2.0,147545.0,69.0,1.6359462401663905,15.808728003576602
NORTH,Bâtiments Autres,1923.0,1.0,2.0,21462.0,,8.778665672164255,14.004343991392373
NORTHWEST,Bâtiments Autres,1917.0,1.0,2.0,28072.0,,8.16317233500381,14.27750658678345
DOWNTOWN,Bâtiments de Vente et de Services,1955.0,1.0,2.0,31020.0,,1.593735465368452,15.470257821656626
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1917.0,1.0,2.0,21600.0,,1.5979241705621074,14.308162104126875
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,48505.0,59.0,1.7893173485357563,15.357467705102408
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1942.0,1.0,3.0,64630.0,96.0,1.8949084985812834,14.15788844684215
DOWNTOWN,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,20920.0,15.0,1.8142621808658654,14.00495863981468
SOUTHWEST,Bâtiments Éducatifs et Culturels,1926.0,1.0,2.0,22128.0,94.0,6.828410529050312,13.49774558178709
NORTHWEST,Bâtiments de Vente et de Services,1968.0,1.0,1.0,48139.0,98.0,13.633807181592823,13.774359472841313
SOUTHWEST,Bâtiments Éducatifs et Culturels,1949.0,1.0,2.0,21364.0,86.0,5.897801033804535,13.920059969766285
DOWNTOWN,Bâtiments Éducatifs et Culturels,1992.0,1.0,2.0,28923.0,,1.3818723982129952,13.139085959954329
DOWNTOWN,Bâtiments Éducatifs et Culturels,1928.0,1.0,3.0,21600.0,,1.4406576124102803,12.791657408858649
NORTHEAST,Bâtiments de Vente et de Services,1996.0,1.0,1.0,25735.0,82.0,7.108304775988132,14.035187306857377
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,25862.0,20.0,6.89670365543709,15.376992757977222
NORTHEAST,Bâtiments de Vente et de Services,2003.0,1.0,2.0,49965.0,82.0,6.89670365543709,15.04644530045145
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,2.0,20028.0,95.0,0.2849786306817792,13.2188894086707
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,7.0,23622.0,100.0,0.28286512750132853,13.262757293954778
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,3.0,23563.0,67.0,0.2938617847555524,13.691305468430494
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,5.0,26840.0,24.0,0.0847217061217194,14.507301694511991
DOWNTOWN,Bâtiments de Vente et de Services,1906.0,1.0,2.0,46800.0,86.0,0.0847217061217194,14.03479748204276
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,37350.0,51.0,0.08035100672153399,14.541779844844612
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1908.0,1.0,3.0,28800.0,50.0,1.3998364081680146,14.16868555924293
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1954.0,1.0,3.0,28584.0,75.0,1.821514257888424,14.412716678506817
DOWNTOWN,Bâtiments de Vente et de Services,1931.0,1.0,2.0,26270.0,32.0,1.7025806285140288,14.326921360479778
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,3.0,49800.0,50.0,1.6064047490603839,14.684875706257689
DOWNTOWN,Bâtiments d'Hébergement,1990.0,1.0,5.0,57800.0,87.0,1.3891779256936647,14.718320125924091
DOWNTOWN,Bâtiments Autres,1955.0,1.0,2.0,31890.0,2.0,0.9434293971079747,14.397140880865766
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,2.0,30438.0,53.0,0.9282765504315261,14.23630826865795
DOWNTOWN,Bâtiments de Vente et de Services,1923.0,1.0,3.0,22381.0,,1.0101639754242298,15.103632051947606
DOWNTOWN,Bâtiments de Soins de Santé,1926.0,1.0,4.0,49249.0,,2.138649421121842,17.31481822577437
DOWNTOWN,Bâtiments de Vente et de Services,1925.0,1.0,1.0,23562.0,,2.1758840304170386,13.093157379170131
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1952.0,1.0,4.0,26670.0,51.0,1.2455919064842602,14.31069722830115
DOWNTOWN,Bâtiments Autres,1922.0,1.0,2.0,37740.0,,1.47711469402,15.026438816935658
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1965.0,1.0,1.0,23752.0,,1.5253323720305094,13.997703669009427
DOWNTOWN,Bâtiments d'Hébergement,1967.0,1.0,4.0,44416.0,61.0,1.5789919914920698,14.822346498815568
NORTHWEST,Bâtiments Éducatifs et Culturels,1928.0,1.0,2.0,45991.0,77.0,6.792734721355987,14.076272192752738
NORTHEAST,Bâtiments Commerciaux et Administratifs,1989.0,1.0,2.0,20384.0,16.0,7.053690151263125,14.393134296499733
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,39265.0,,6.89670365543709,15.487532488989629
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,54284.0,18.0,6.89670365543709,15.745706744017792
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,1.0,23409.0,67.0,6.89670365543709,14.779165771538738
NORTHEAST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,63153.0,,6.89670365543709,15.356736865072094
NORTHEAST,Bâtiments d'Hébergement,1961.0,2.0,2.0,24100.0,91.0,6.948090121237461,14.310377745554177
DOWNTOWN,Bâtiments de Vente et de Services,1923.0,1.0,3.0,33600.0,,1.170513733549532,15.365827036977956
DOWNTOWN,Bâtiments Autres,1927.0,1.0,4.0,32356.0,81.0,1.0576872431637856,14.515153967264782
DOWNTOWN,Bâtiments d'Hébergement,1960.0,1.0,7.0,48220.0,24.0,1.5138549682412192,15.221067694804349
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1978.0,1.0,5.0,32256.0,51.0,1.143360972443281,15.097388679679378
NORTHWEST,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,21393.0,57.0,7.7714691711626465,13.797262571587419
DOWNTOWN,Bâtiments Éducatifs et Culturels,1910.0,1.0,3.0,28800.0,,1.3238315366554274,13.559064359646895
DOWNTOWN,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,21600.0,72.0,1.3707339415667876,14.16309299001792
DOWNTOWN,Bâtiments Éducatifs et Culturels,1995.0,1.0,3.0,22860.0,43.0,1.3247226368828569,13.805973537311676
NORTHEAST,Bâtiments Éducatifs et Culturels,1972.0,1.0,1.0,26366.0,88.0,8.057030734385064,13.812356589430424
SOUTHEAST,Bâtiments Éducatifs et Culturels,1965.0,1.0,2.0,21732.0,2.0,8.480869767706281,13.756552901457576
NORTHEAST,Bâtiments de Vente et de Services,1900.0,1.0,3.0,32960.0,71.0,6.333467578214159,13.609275744802975
NORTHEAST,Bâtiments Autres,1921.0,1.0,3.0,29636.0,,6.395207570154593,13.442478001203957
NORTHEAST,Bâtiments d'Hébergement,1930.0,1.0,3.0,20571.0,72.0,6.283097302700024,13.540754582398627
NORTHEAST,Bâtiments Éducatifs et Culturels,1926.0,1.0,2.0,47992.0,17.0,6.238051501336342,15.073515264515724
NORTHEAST,Bâtiments Éducatifs et Culturels,1989.0,5.0,3.0,21500.0,44.0,9.456106736357388,15.776972505608894
LAKE UNION,Bâtiments Commerciaux et Administratifs,2012.0,1.0,2.0,57619.0,68.0,4.8189793486699015,14.78692667736905
DOWNTOWN,Bâtiments d'Hébergement,1925.0,1.0,9.0,104000.0,8.0,1.0786265006460247,16.01685829006993
GREATER DUWAMISH,Bâtiments Autres,1969.0,1.0,2.0,41790.0,,3.475008628891255,14.641058742500157
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,5.0,39960.0,77.0,0.21543875727295903,14.686250004832468
DOWNTOWN,Bâtiments Industriels et de Stockage,1900.0,1.0,5.0,33300.0,,0.20303857307765572,11.413764615273509
DOWNTOWN,Bâtiments d'Hébergement,1926.0,1.0,11.0,36240.0,98.0,0.2537130828391099,14.687048663830913
DOWNTOWN,Bâtiments Autres,1922.0,1.0,3.0,32360.0,,0.3373620204826679,15.000080564551538
DOWNTOWN,Bâtiments Autres,1908.0,1.0,5.0,41536.0,,0.18884734496659344,14.82170305230318
DOWNTOWN,Bâtiments d'Hébergement,1909.0,1.0,6.0,35820.0,94.0,0.4702158146435714,15.081893706402168
SOUTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,33462.0,76.0,5.859953578083979,15.367285988360925
SOUTHWEST,Bâtiments Éducatifs et Culturels,1965.0,1.0,3.0,49744.0,98.0,5.868616674115373,14.699968252483542
SOUTHWEST,Bâtiments Éducatifs et Culturels,1923.0,1.0,2.0,37816.0,60.0,6.032207961192432,14.263543815177036
SOUTHWEST,Bâtiments Autres,1948.0,1.0,1.0,28397.0,,5.953092008820729,15.086335353728002
SOUTHWEST,Bâtiments de Vente et de Services,1946.0,1.0,2.0,25762.0,100.0,5.971979258748453,14.46071979548618
SOUTHWEST,Bâtiments Autres,1984.0,1.0,1.0,33334.0,,5.794382872992765,15.672662168267712
SOUTHWEST,Bâtiments Commerciaux et Administratifs,1981.0,1.0,3.0,43387.0,60.0,5.871039269740967,14.80694271351141
NORTH,Bâtiments Autres,1949.0,1.0,1.0,22405.0,,13.142848209826052,15.08434883778488
NORTH,Bâtiments Autres,2013.0,1.0,1.0,32590.0,,13.897268703664702,14.224501360168864
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,1.0,37500.0,36.0,5.951668256722195,14.461596987432543
CENTRAL,Bâtiments Commerciaux et Administratifs,1990.0,1.0,2.0,39000.0,25.0,2.206346496188418,14.791919524639068
SOUTHWEST,Bâtiments Autres,1924.0,1.0,1.0,22180.0,,6.409404097534245,15.466316971556669
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,25920.0,,3.00928032444113,14.008220262296938
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,25480.0,,3.0227919892718322,13.516144745673657
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,2.0,31000.0,,3.1085919531000052,14.654958581700676
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1961.0,1.0,1.0,29740.0,57.0,3.0723783833151503,14.242908702173956
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,23236.0,,3.0399657336242827,13.090124881739253
SOUTHEAST,Bâtiments Commerciaux et Administratifs,2009.0,1.0,3.0,38075.0,,3.1186497912384663,14.526154891628494
SOUTHEAST,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,39170.0,81.0,3.326437602401929,14.627427176414809
SOUTHEAST,Bâtiments Autres,1977.0,1.0,1.0,36070.0,,3.5185260554621873,14.249204214987188
SOUTHEAST,Bâtiments Autres,1963.0,1.0,2.0,20047.0,,4.996749754584804,11.762788049613798
GREATER DUWAMISH,Bâtiments de Vente et de Services,1914.0,1.0,1.0,20000.0,75.0,3.44474316376617,13.231871716436942
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,2.0,32400.0,91.0,3.4917131407410373,12.42366883866523
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1962.0,1.0,1.0,25159.0,38.0,4.013358660432773,16.020782115776996
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1948.0,1.0,1.0,27247.0,,3.975205515330242,14.773870154692688
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,1.0,26680.0,92.0,4.494626843241383,12.402951081228947
