Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_SiteEnergyUseWN(kBtu)
NORTH,Bâtiments Autres,1996.0,1.0,2.0,29258.0,,11.598956166228664,15.963915620700341
NORTH,Bâtiments Commerciaux et Administratifs,1931.0,1.0,2.0,37500.0,58.0,12.927355077467897,14.711047716536385
NORTHWEST,Bâtiments Éducatifs et Culturels,1930.0,1.0,3.0,23983.0,61.0,14.06220240751352,14.054933478359732
DELRIDGE,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,24100.0,22.0,5.380427466071635,13.753574181642714
NORTHEAST,Bâtiments Éducatifs et Culturels,2004.0,3.0,2.0,31343.0,5.0,6.950287130085376,15.26889494798058
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1957.0,1.0,2.0,20294.0,,7.058392608953487,14.42802174551674
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1983.0,1.0,4.0,29722.0,64.0,6.9111734062558625,14.067683353853386
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1983.0,1.0,4.0,26048.0,78.0,6.856331738480746,14.395313493096157
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1955.0,1.0,2.0,39497.0,9.0,5.987796352024784,14.40869139810864
EAST,Bâtiments Autres,1932.0,1.0,1.0,33087.0,,3.167206575359928,15.18785830308487
NORTHWEST,Bâtiments Commerciaux et Administratifs,1982.0,1.0,2.0,27574.0,73.0,11.442752844500363,14.033609908662347
NORTHWEST,Bâtiments Commerciaux et Administratifs,1987.0,1.0,3.0,48798.0,91.0,11.497224871900727,14.76963036203154
NORTH,Bâtiments Commerciaux et Administratifs,1988.0,1.0,3.0,28841.0,55.0,11.342533348837154,14.237538164193962
NORTH,Bâtiments Industriels et de Stockage,1977.0,2.0,2.0,33344.0,,11.48491663791764,11.771188240589133
NORTH,Bâtiments Autres,2005.0,2.0,1.0,30498.0,,11.194629816264703,14.790920968030369
DELRIDGE,Bâtiments Éducatifs et Culturels,1924.0,1.0,2.0,42975.0,92.0,9.979267100026371,13.932809254124995
DELRIDGE,Bâtiments Autres,1963.0,1.0,1.0,23260.0,,7.938112116096239,14.405248581615796
DELRIDGE,Bâtiments Commerciaux et Administratifs,1988.0,1.0,2.0,30659.0,88.0,8.009989918592543,14.855141301309494
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1920.0,1.0,2.0,27144.0,,2.982530292490309,13.945090623116256
NORTHWEST,Bâtiments Autres,1970.0,5.0,1.0,23166.0,,11.673079492355926,15.1098175002901
NORTHWEST,Bâtiments Commerciaux et Administratifs,1979.0,1.0,2.0,34759.0,81.0,11.181822883235045,14.3059945106761
NORTHWEST,Bâtiments de Soins de Santé,1966.0,8.0,1.0,415632.0,85.0,12.147908418306796,18.42395801781895
NORTHWEST,Bâtiments Éducatifs et Culturels,1965.0,1.0,2.0,44719.0,,12.501619244781272,14.39293111044916
GREATER DUWAMISH,Bâtiments de Vente et de Services,1965.0,1.0,1.0,21603.0,16.0,3.2914915799786812,15.595062568441444
EAST,Bâtiments Commerciaux et Administratifs,1964.0,1.0,3.0,591981.0,60.0,2.323292821640528,18.4597597643754
DELRIDGE,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,42900.0,53.0,8.165904540882298,13.04160136432601
DELRIDGE,Bâtiments Autres,2005.0,5.0,1.0,57952.0,,9.57984838417789,15.023648550836345
DELRIDGE,Bâtiments Autres,1971.0,1.0,1.0,26232.0,,8.390806887675748,15.014125786074773
DOWNTOWN,Bâtiments Industriels et de Stockage,1956.0,1.0,2.0,25840.0,92.0,1.5754101311082434,12.646271854482096
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1988.0,1.0,1.0,45145.0,,1.4360916238688546,14.155911673565633
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2001.0,1.0,5.0,48237.0,89.0,1.5863676885940308,14.509046787834722
BALLARD,Bâtiments de Vente et de Services,1994.0,1.0,1.0,45522.0,22.0,9.965772055667244,16.34600924749615
NORTHWEST,Bâtiments de Vente et de Services,1979.0,1.0,2.0,20088.0,,13.136401294545156,12.729430690810885
GREATER DUWAMISH,Bâtiments Autres,1989.0,5.0,2.0,138907.0,,4.0001076138907115,15.96162463122332
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1997.0,1.0,2.0,40657.0,57.0,4.022840593693235,14.855216788905036
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1900.0,1.0,1.0,20200.0,,3.805507807864278,12.554176966381094
EAST,Bâtiments Commerciaux et Administratifs,1970.0,1.0,7.0,33548.0,94.0,0.6522836432166018,14.207184588150547
EAST,Bâtiments Autres,1951.0,1.0,1.0,47699.0,,0.7463511245124324,16.50642938479499
EAST,Bâtiments Commerciaux et Administratifs,1945.0,1.0,1.0,274568.0,52.0,0.8441499251756975,17.04860967059853
EAST,Bâtiments Commerciaux et Administratifs,1956.0,1.0,3.0,21282.0,69.0,0.8841063340999208,14.138070121333074
SOUTHEAST,Bâtiments Autres,1921.0,1.0,2.0,41022.0,,7.89084112421029,15.147256133963962
DELRIDGE,Bâtiments Autres,1966.0,1.0,2.0,28109.0,,4.190638256484314,15.09991829303422
NORTH,Bâtiments Commerciaux et Administratifs,1985.0,1.0,3.0,20590.0,100.0,14.21548518929091,12.922886073855585
NORTH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,21936.0,100.0,13.072335975817879,11.666877553650998
NORTH,Bâtiments Autres,1969.0,1.0,1.0,30160.0,,13.12498818760108,13.98473579358789
DELRIDGE,Bâtiments Autres,1997.0,1.0,1.0,40189.0,,4.824014867970897,14.282291656681519
DELRIDGE,Bâtiments Commerciaux et Administratifs,1988.0,1.0,2.0,66484.0,69.0,4.621740631988043,14.946391404588189
EAST,Bâtiments Commerciaux et Administratifs,1959.0,1.0,3.0,25151.0,85.0,0.8944448959292135,14.208693717443264
EAST,Bâtiments d'Hébergement,1928.0,1.0,6.0,35770.0,56.0,0.7388981174663687,14.857678765831123
EAST,Bâtiments d'Hébergement,1928.0,1.0,9.0,48006.0,85.0,0.7351525334655575,14.973270456635076
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1989.0,1.0,2.0,23472.0,,1.2276446784542776,14.279067278606266
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1973.0,1.0,2.0,21315.0,34.0,1.319141724109948,14.966580720966721
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1984.0,1.0,4.0,41298.0,69.0,2.8471210663746747,14.637803967859007
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,34030.0,50.0,2.3993020871437256,14.411950645991466
SOUTHWEST,Bâtiments de Vente et de Services,1902.0,1.0,2.0,20398.0,,3.8208854280466977,16.073159371027906
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,41308.0,7.0,3.4248045022693425,14.39885647454504
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1912.0,1.0,3.0,34976.0,,2.9804406562246344,13.757198677667008
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1957.0,1.0,1.0,38255.0,12.0,6.442494151065673,13.975225798296155
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1955.0,23.0,1.0,260241.0,,6.643874559442479,17.39998972969326
LAKE UNION,Bâtiments Commerciaux et Administratifs,1989.0,1.0,3.0,48924.0,71.0,5.37254635406778,14.690303025032296
LAKE UNION,Bâtiments Commerciaux et Administratifs,1959.0,1.0,4.0,32297.0,88.0,4.120644560384641,14.381922343562866
LAKE UNION,Bâtiments Commerciaux et Administratifs,1986.0,1.0,4.0,35526.0,,3.980925420809588,14.78556099014477
LAKE UNION,Bâtiments Commerciaux et Administratifs,1969.0,1.0,3.0,17956.0,,3.9310220786966665,13.468682686365272
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,3.0,35224.0,73.0,4.053430589066559,14.506138944023016
DELRIDGE,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,24224.0,52.0,9.39797342772207,13.860451059778276
DELRIDGE,Bâtiments Éducatifs et Culturels,1963.0,1.0,1.0,23706.0,78.0,9.59877995467523,13.03130913459849
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1963.0,1.0,1.0,31900.0,,6.623787638931534,14.490841085375257
SOUTHWEST,Bâtiments Autres,1917.0,1.0,1.0,49066.0,,10.102912499890165,15.320608433874554
SOUTHWEST,Bâtiments Éducatifs et Culturels,1952.0,1.0,3.0,30740.0,,10.167977880417864,14.430256235420716
SOUTHEAST,Bâtiments de Vente et de Services,1959.0,1.0,1.0,67450.0,97.0,10.362766824681577,14.860307251109102
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1948.0,1.0,1.0,46970.0,,6.517039104776524,13.69096439130791
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1931.0,1.0,1.0,47554.0,,4.4525920808296835,13.895388405895345
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1979.0,1.0,2.0,37616.0,100.0,4.179089074828277,14.192608426970818
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1940.0,1.0,2.0,20671.0,98.0,4.206423529452951,13.523210673143211
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1927.0,1.0,1.0,21600.0,57.0,2.7087192650808296,13.231915072785183
SOUTHWEST,Bâtiments Éducatifs et Culturels,1977.0,1.0,1.0,35844.0,14.0,11.039937240536066,13.671787261024349
LAKE UNION,Bâtiments Commerciaux et Administratifs,1916.0,1.0,3.0,31774.0,85.0,6.272385643193574,14.329810115628463
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,26094.0,19.0,4.88530816556774,13.57800625793671
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1983.0,1.0,2.0,23687.0,68.0,4.88530816556774,13.977557870018023
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1983.0,1.0,2.0,24221.0,20.0,4.88530816556774,14.225307105164836
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,2.0,32027.0,54.0,0.5519921031168024,15.20168147396513
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,3.0,32160.0,,0.30426231630016876,14.847208884144452
GREATER DUWAMISH,Bâtiments Autres,1992.0,1.0,3.0,40264.0,,1.2259655570642223,15.109648031175167
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1914.0,1.0,3.0,34425.0,84.0,2.1098859209253824,14.577774785634393
SOUTHWEST,Bâtiments Commerciaux et Administratifs,1984.0,1.0,3.0,28304.0,5.0,5.337674534505349,14.489262103395491
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1990.0,1.0,1.0,29619.0,50.0,8.487285671747406,14.23741307855604
CENTRAL,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,21592.0,47.0,2.2613683474966426,14.317227674943767
NORTH,Bâtiments Éducatifs et Culturels,1931.0,1.0,2.0,23923.0,69.0,9.57231961481861,13.688459054011728
CENTRAL,Bâtiments Commerciaux et Administratifs,1907.0,1.0,3.0,25200.0,47.0,1.5566509765016914,14.408059752884034
CENTRAL,Bâtiments Commerciaux et Administratifs,1963.0,1.0,2.0,28296.0,80.0,1.9064578408428228,14.078966437941158
CENTRAL,Bâtiments Commerciaux et Administratifs,1999.0,1.0,3.0,31357.0,55.0,2.5469961471749776,14.550624257826039
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,160000.0,94.0,5.069021318794718,13.962185506874498
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,53550.0,11.0,5.451944735552729,15.450583468072695
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1924.0,1.0,1.0,38412.0,62.0,5.328222570273567,14.464937929600854
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1930.0,1.0,1.0,25881.0,,5.387541295446358,13.317912377073066
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1953.0,1.0,1.0,24291.0,98.0,5.600504358326523,13.52943719085191
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,36544.0,5.0,5.633394481590125,14.107042584821665
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1949.0,1.0,1.0,20796.0,,2.536751119077105,14.268563679376555
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1947.0,1.0,1.0,21349.0,70.0,2.707601279840969,13.478521287704202
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1936.0,1.0,1.0,38630.0,33.0,2.869500498719035,12.940569506479694
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1950.0,1.0,1.0,20724.0,,2.908529658299245,14.550335826491885
GREATER DUWAMISH,Bâtiments Autres,1960.0,1.0,1.0,24109.0,,2.9833038899201494,15.373108605615805
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,1.0,25375.0,,2.7871173291088382,15.218982166810871
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,1.0,22803.0,78.0,2.558784000373662,13.663976005173879
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,1.0,41550.0,94.0,2.6503254068443898,13.373349599053553
GREATER DUWAMISH,Bâtiments Autres,1994.0,1.0,2.0,54170.0,,9.178849080090787,15.615914390128959
SOUTHEAST,Bâtiments Éducatifs et Culturels,1912.0,1.0,2.0,42252.0,49.0,7.247308755830855,14.77772726088195
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,1.0,23100.0,,7.560354556023893,13.702918960940947
SOUTHEAST,Bâtiments Éducatifs et Culturels,1981.0,1.0,3.0,22895.0,96.0,7.982484036958496,13.133473431557995
NORTHEAST,Bâtiments Industriels et de Stockage,2006.0,1.0,6.0,41047.0,,10.035371278542577,13.638530882880529
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1937.0,1.0,1.0,52325.0,67.0,1.4724493953054367,13.731119540287073
GREATER DUWAMISH,Bâtiments Autres,1920.0,1.0,4.0,20600.0,,1.4649507449371242,12.672018639635079
GREATER DUWAMISH,Bâtiments Autres,1991.0,10.0,1.0,230971.0,,1.7471461764257012,16.91699129691386
GREATER DUWAMISH,Bâtiments de Vente et de Services,1944.0,1.0,1.0,25880.0,100.0,2.131701019057164,12.001266187357068
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,45842.0,99.0,2.4879521044626647,13.650287239607126
GREATER DUWAMISH,Bâtiments Autres,1972.0,1.0,1.0,31365.0,,2.957036692088017,13.428127203916592
GREATER DUWAMISH,Bâtiments Autres,1910.0,1.0,1.0,32100.0,,2.8903543209993776,13.715092392083255
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,20520.0,20.0,2.9609026357480004,14.066225306473203
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1945.0,1.0,1.0,22972.0,12.0,3.0265983800320653,13.198916001816366
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,24990.0,80.0,2.926550165879116,13.219032065835984
GREATER DUWAMISH,Bâtiments de Vente et de Services,1951.0,1.0,2.0,24000.0,,3.2107043908564226,14.219237990521723
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1963.0,1.0,1.0,100386.0,,4.092481991299468,15.21686980914356
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,24354.0,10.0,4.197140054824831,13.50886149397548
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1959.0,1.0,1.0,33600.0,58.0,4.139728081847639,13.730988829226881
GREATER DUWAMISH,Bâtiments Autres,1974.0,1.0,1.0,20819.0,,4.313721083484505,14.453018236729573
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,23296.0,,4.297655280494713,14.310148718845422
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1957.0,1.0,1.0,25520.0,100.0,4.345126255887424,14.39060521343382
GREATER DUWAMISH,Bâtiments Autres,1952.0,1.0,1.0,25460.0,,2.117380931064546,13.718550906028455
NORTH,Bâtiments Commerciaux et Administratifs,1974.0,1.0,2.0,24291.0,87.0,10.813641121106308,13.732597996613897
NORTH,Bâtiments de Vente et de Services,1958.0,1.0,2.0,20738.0,44.0,10.853320643520485,13.174488569419076
NORTH,Bâtiments Commerciaux et Administratifs,1986.0,1.0,2.0,21329.0,1.0,11.07968660504793,14.791697929092788
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1978.0,1.0,1.0,21755.0,,3.6615595519769744,13.770939225745275
GREATER DUWAMISH,Bâtiments Autres,1960.0,1.0,1.0,27933.0,,3.7192029135836076,15.628669581336197
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1983.0,1.0,1.0,23143.0,75.0,3.9395904659912633,14.099239953872504
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1962.0,1.0,1.0,28800.0,73.0,3.8393292337951634,14.706978743807074
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,39600.0,85.0,3.589750907890918,12.911769267169657
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,39600.0,91.0,3.6946933471813983,13.165626509921225
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1937.0,1.0,1.0,41248.0,37.0,3.0867606728903083,13.981754073820673
GREATER DUWAMISH,Bâtiments Autres,2009.0,1.0,1.0,36400.0,,3.2684951231203065,14.309013710303295
SOUTHWEST,Bâtiments Autres,1920.0,1.0,1.0,31332.0,,6.092013094269832,15.089008282214287
SOUTHWEST,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,35864.0,75.0,5.467270040295529,14.154984890924304
GREATER DUWAMISH,Bâtiments Éducatifs et Culturels,1954.0,1.0,1.0,20484.0,69.0,5.759099809293739,13.77599467625304
NORTHEAST,Bâtiments Commerciaux et Administratifs,1984.0,1.0,4.0,27642.0,4.0,7.2617147550133625,14.430335185951895
NORTHEAST,Bâtiments Commerciaux et Administratifs,1987.0,2.0,4.0,22356.0,,7.2341873664252985,14.853699491018881
CENTRAL,Bâtiments Autres,1973.0,1.0,4.0,45082.0,,1.6537878683368774,15.30312450617651
NORTHWEST,Bâtiments Éducatifs et Culturels,1951.0,1.0,2.0,41600.0,58.0,8.872040519262818,14.134735082854041
LAKE UNION,Bâtiments Commerciaux et Administratifs,1960.0,1.0,2.0,34110.0,31.0,3.466258548264395,14.768221546910935
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,23750.0,,3.036730765089863,13.167285475002474
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,43390.0,87.0,3.0155503954025553,13.187671250951922
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1959.0,1.0,1.0,35400.0,84.0,2.562119890267999,12.94796162599478
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,28144.0,19.0,2.2388674970013236,13.67639574990253
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1916.0,1.0,3.0,71283.0,41.0,2.3485981450452447,14.791842023578335
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1989.0,1.0,1.0,23792.0,,2.0874458175116937,14.84880161926019
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1979.0,1.0,2.0,47368.0,99.0,1.8293341252042286,13.848909670938768
CENTRAL,Bâtiments Commerciaux et Administratifs,1984.0,1.0,5.0,49825.0,84.0,1.5018895898069817,14.829628481128164
SOUTHEAST,Bâtiments Éducatifs et Culturels,1989.0,1.0,3.0,51672.0,97.0,5.7589137914427075,14.236216925738471
SOUTHEAST,Bâtiments Commerciaux et Administratifs,1990.0,1.0,2.0,27270.0,36.0,5.842146768855612,14.5616593791071
NORTH,Bâtiments Autres,2009.0,1.0,3.0,35115.0,,12.399244175516413,14.534971597160318
NORTHWEST,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,25658.0,,10.713614384169187,13.877509411562112
EAST,Bâtiments Commerciaux et Administratifs,1907.0,1.0,2.0,36000.0,95.0,1.398701216082009,13.89789448438359
EAST,Bâtiments Industriels et de Stockage,1915.0,1.0,2.0,43200.0,38.0,1.6028777462231285,14.538715748665036
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1913.0,1.0,4.0,40970.0,71.0,1.175893312928738,14.925627249817405
GREATER DUWAMISH,Bâtiments de Vente et de Services,1975.0,1.0,1.0,43794.0,88.0,1.9161150491060166,14.061477463698742
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,48280.0,18.0,3.380843298737648,14.954590778479847
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,36040.0,,3.6130519002712544,12.875421376117176
NORTHEAST,Bâtiments de Vente et de Services,1965.0,1.0,1.0,32822.0,42.0,9.260493895418461,16.02755368513192
NORTHEAST,Bâtiments Éducatifs et Culturels,1950.0,1.0,2.0,20385.0,65.0,9.020458049757023,13.719966563327391
NORTHEAST,Bâtiments Éducatifs et Culturels,1946.0,1.0,1.0,24295.0,53.0,9.330202811410933,12.333036945867082
NORTHEAST,Bâtiments Commerciaux et Administratifs,1967.0,1.0,2.0,20317.0,83.0,8.043238256288271,13.359443758361397
NORTHEAST,Bâtiments de Vente et de Services,1973.0,1.0,1.0,24377.0,6.0,7.958901541251269,16.131400152267357
NORTHWEST,Bâtiments Autres,1986.0,1.0,1.0,33392.0,,10.79934803398098,14.840350625800186
NORTHWEST,Bâtiments de Vente et de Services,1986.0,1.0,1.0,45155.0,6.0,10.838757390153878,15.722488815010607
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,32000.0,3.0,8.162303570626788,14.665685739176558
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,44000.0,15.0,8.162303570626788,15.414419535185983
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1973.0,1.0,1.0,36000.0,44.0,8.162303570626788,14.995191258860336
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,31360.0,,8.844299024541245,14.238380813866874
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,33320.0,,8.844299024541245,14.731659579798036
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,48020.0,71.0,8.844299024541245,14.758571255431297
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,27420.0,55.0,8.844299024541245,14.10860107214214
NORTHEAST,Bâtiments Éducatifs et Culturels,1949.0,1.0,2.0,43645.0,71.0,10.429843679278283,14.662441994083448
NORTHEAST,Bâtiments de Vente et de Services,1952.0,1.0,1.0,26853.0,68.0,10.064589851852912,14.18947519501144
GREATER DUWAMISH,Bâtiments Autres,1909.0,1.0,4.0,44775.0,,1.2833791185075785,13.906583021318472
GREATER DUWAMISH,Bâtiments Autres,1916.0,2.0,1.0,27760.0,,3.3291239019050822,14.998014752014722
GREATER DUWAMISH,Bâtiments Autres,1937.0,1.0,1.0,20975.0,,3.382557077278482,12.758343489570898
GREATER DUWAMISH,Bâtiments Autres,1918.0,1.0,1.0,26075.0,,3.204669993754167,14.314075070579598
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1992.0,1.0,1.0,29394.0,60.0,2.9140256015373702,14.28416718666197
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1926.0,1.0,2.0,20400.0,69.0,2.846583555952279,13.125240609200226
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1926.0,1.0,1.0,20460.0,16.0,2.899970416863982,13.714078842232716
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1925.0,1.0,2.0,25821.0,,2.594209119849408,12.27816959045919
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,2.0,21870.0,45.0,2.5407658167644867,13.880544737492928
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1988.0,3.0,1.0,51664.0,,2.7055329063318667,15.135629926323698
DELRIDGE,Bâtiments Commerciaux et Administratifs,1970.0,1.0,1.0,43615.0,89.0,8.2483646200779,15.03610866782965
DELRIDGE,Bâtiments Commerciaux et Administratifs,1970.0,1.0,3.0,36879.0,26.0,8.2483646200779,13.994735972485904
DELRIDGE,Bâtiments Autres,2002.0,1.0,2.0,28531.0,,7.98958063171785,15.099501392736189
DELRIDGE,Bâtiments Industriels et de Stockage,1982.0,1.0,2.0,36600.0,80.0,7.696665988720071,12.677973205090426
LAKE UNION,Bâtiments Éducatifs et Culturels,1940.0,1.0,2.0,26050.0,,5.297957621458895,14.921915405624816
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1941.0,1.0,1.0,48890.0,49.0,5.318432529721877,14.655095176205524
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,2000.0,1.0,3.0,43473.0,3.0,5.384942044568221,15.300951027751685
DELRIDGE,Bâtiments de Vente et de Services,1990.0,1.0,1.0,40265.0,19.0,9.493364993203002,15.141606565777398
DELRIDGE,Bâtiments de Vente et de Services,2005.0,1.0,1.0,26208.0,79.0,9.493364993203002,14.381421418857043
DELRIDGE,Bâtiments Autres,1975.0,1.0,2.0,27227.0,,8.970217075529142,15.962188930193289
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,5.0,32250.0,92.0,0.9390457907772491,13.671920604344198
NORTHWEST,Bâtiments de Vente et de Services,1953.0,1.0,1.0,51000.0,95.0,9.682288906947207,14.10132228866688
GREATER DUWAMISH,Bâtiments Autres,1935.0,1.0,2.0,20747.0,,1.905985875806087,13.865398571657275
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1928.0,1.0,2.0,40800.0,,1.7770107069223053,13.742808270449734
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1920.0,1.0,2.0,20150.0,80.0,1.104441138495793,13.291595789711238
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,7.0,36000.0,40.0,0.9587275177681511,14.335765114302733
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1938.0,1.0,2.0,41276.0,,1.5819969455293459,14.87356262340259
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1937.0,1.0,2.0,24430.0,,1.6756984274027793,14.075878311498748
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1927.0,1.0,1.0,22580.0,90.0,2.019943766556305,13.751453654163786
CENTRAL,Bâtiments Industriels et de Stockage,1926.0,1.0,1.0,20000.0,18.0,1.3374809946010635,13.685260490185872
CENTRAL,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,42000.0,,1.4108306535378838,14.647656890048394
CENTRAL,Bâtiments Industriels et de Stockage,1962.0,1.0,1.0,24248.0,,1.5360015035384194,11.700329915279656
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1932.0,1.0,1.0,24617.0,,5.454509518106941,11.603431367237828
GREATER DUWAMISH,Bâtiments Autres,2009.0,1.0,3.0,42355.0,,5.2652370746147925,15.028550258475406
GREATER DUWAMISH,Bâtiments de Vente et de Services,1964.0,1.0,1.0,37247.0,69.0,5.264442402634317,14.502657711810482
BALLARD,Bâtiments de Vente et de Services,1993.0,1.0,1.0,25384.0,11.0,10.2613142457075,14.980881557573584
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,49052.0,96.0,2.268836365051399,14.181157767973051
